,setor,matricula,cargo,funcao,salario,mes
10,GABINETE DA PRESIDÊNCIA,28411,ASSISTENTE LEGISLATIVO III,,8083.37,8
11,GABINETE DA PRESIDÊNCIA,28539,ASSESSOR DE COMUNICAÇÃO EXTERNA II,,9465.99,8
12,GABINETE DA PRESIDÊNCIA,29035,ASSISTENTE LEGISLATIVO III,,8972.12,8
13,GABINETE DA PRESIDÊNCIA,29157,ASSISTENTE LEGISLATIVO III,,7718.84,8
14,GABINETE DA PRESIDÊNCIA,29385,ASSESSOR DE COMUNICAÇÃO EXTERNA I,,7682.01,8
15,GABINETE DA PRESIDÊNCIA,52218,COMISSIONADO,,4783.22,8
16,GABINETE DA PRESIDÊNCIA,230194,ASSISTENTE LEGISLATIVO II,,6051.8,8
17,GABINETE DA PRESIDÊNCIA,230324,ASSISTENTE LEGISLATIVO III,,7718.84,8
18,GABINETE DA PRESIDÊNCIA,230588,ASSESSOR DE IMPRENSA DA PRESIDÊNCIA,,13446.98,8
19,GABINETE DA PRESIDÊNCIA,230748,ASSESSOR DE COMUNICAÇÃO EXTERNA I,,7718.84,8
20,GABINETE DA PRESIDÊNCIA,230776,DIRETOR DE COMUNICAÇÃO EXTERNA,,14124.71,8
21,GABINETE DA PRESIDÊNCIA,230803,ASSISTENTE LEGISLATIVO I,,5115.01,8
22,GABINETE DA PRESIDÊNCIA,230887,SUBDIRETOR DE COMUNICAÇÃO EXTERNA,,13931.37,8
23,GABINETE DA PRESIDÊNCIA,230888,DIRETOR EXECUTIVO - TV CÂMARA SÃO PAULO,,13483.81,8
24,GABINETE DA PRESIDÊNCIA,230911,ASSESSOR DE IMPRENSA INSTITUCIONAL,,13431.67,8
25,GABINETE DA PRESIDÊNCIA,230955,ASSESSOR LEGISLATIVO,,13431.67,8
26,GABINETE DA PRESIDÊNCIA,230976,ASSISTENTE LEGISLATIVO II,,5793.25,8
27,GABINETE DA PRESIDÊNCIA,231000,ASSISTENTE LEGISLATIVO III,,6260.72,8
28,01ª VICE-PRESIDÊNCIA,40557,VEREADOR,VEREADOR,11326.27,8
29,GABINETE DO 1º VICE-PRESIDENTE,25539,ASSISTENTE LEGISLATIVO III,,5962.1,8
30,GABINETE DO 1º VICE-PRESIDENTE,29337,ASSESSOR LEGISLATIVO,,13379.53,8
31,GABINETE DO 1º VICE-PRESIDENTE,230427,ASSISTENTE LEGISLATIVO III,,7770.98,8
32,GABINETE DO 1º VICE-PRESIDENTE,230510,ASSISTENTE LEGISLATIVO III,,1920.6,8
33,02ª VICE-PRESIDÊNCIA,40542,VEREADOR,VEREADOR,11326.27,8
34,GABINETE DO 2º VICE-PRESIDENTE,26967,ASSISTENTE LEGISLATIVO III,,8622.54,8
35,GABINETE DO 2º VICE-PRESIDENTE,28797,ASSESSOR LEGISLATIVO,,14027.09,8
36,GABINETE DO 2º VICE-PRESIDENTE,230901,ASSISTENTE LEGISLATIVO III,,7718.84,8
37,01ª SECRETARIA DA MESA,40364,VEREADOR,VEREADOR,11534.82,8
38,GABINETE DO 1º SECRETÁRIO,230704,CHEFE DE GABINETE,CHEFE DE GABINETE,13983.5,8
39,GABINETE DO 1º SECRETÁRIO,25014,ASSISTENTE LEGISLATIVO III,,8083.37,8
40,GABINETE DO 1º SECRETÁRIO,25472,ASSESSOR LEGISLATIVO,,15472.79,8
41,GABINETE DO 1º SECRETÁRIO,29848,ASSISTENTE LEGISLATIVO II,,6051.8,8
42,GABINETE DO 1º SECRETÁRIO,52130,COMISSIONADO,,4887.5,8
43,GABINETE DO 1º SECRETÁRIO,52281,COMISSIONADO,,4939.63,8
44,GABINETE DO 1º SECRETÁRIO,52328,COMISSIONADO,,4887.5,8
45,GABINETE DO 1º SECRETÁRIO,230840,ASSISTENTE LEGISLATIVO II,,6051.8,8
46,GABINETE DO 1º SECRETÁRIO,230946,ASSISTENTE LEGISLATIVO I,,7117.65,8
47,02ª SECRETARIA DA MESA,40471,VEREADOR,VEREADOR,10785.76,8
48,GABINETE DO 2º SECRETÁRIO,23509,ASSISTENTE LEGISLATIVO III,,340.0,8
49,GABINETE DO 2º SECRETÁRIO,27871,ASSESSOR LEGISLATIVO,,13379.53,8
50,GABINETE DO 2º SECRETÁRIO,230731,ASSISTENTE LEGISLATIVO III,,6017.7,8
51,GABINETE DO 2º SECRETÁRIO,230835,ASSISTENTE LEGISLATIVO III,,-1035.0,8
52,GABINETE DO 2º SECRETÁRIO,ausência de divulgação em razão de determinação judicial,,,21411.96,8
53,01º SUPLENTE DA MESA,40587,VEREADOR,VEREADOR,11119.41,8
54,02º SUPLENTE DA MESA,40563,VEREADOR,VEREADOR,10963.0,8
55,CORREGEDORIA,40538,VEREADOR,VEREADOR,11378.4,8
56,CORREGEDORIA,28248,ASSISTENTE LEGISLATIVO III,,8083.37,8
57,CORREGEDORIA,230368,COORDENADOR DE CORREGEDORIA,,16059.46,8
58,CORREGEDORIA,230680,ASSISTENTE LEGISLATIVO III,,7875.25,8
59,OUVIDORIA DA CÂMARA MUNICIPAL DE SÃO PAULO,230548,OUVIDOR,OUVIDOR,12753.24,8
60,OUVIDORIA DA CÂMARA MUNICIPAL DE SÃO PAULO,230897,OUVIDOR ADJUNTO,OUVIDOR ADJUNTO,11355.38,8
61,OUVIDORIA DA CÂMARA MUNICIPAL DE SÃO PAULO,22545,AUXILIAR DE OUVIDORIA,AUXILIAR DE OUVIDORIA,18175.92,8
62,OUVIDORIA DA CÂMARA MUNICIPAL DE SÃO PAULO,51896,COMISSIONADO,,6360.89,8
63,OUVIDORIA DA CÂMARA MUNICIPAL DE SÃO PAULO,52139,COMISSIONADO,,6417.63,8
64,OUVIDORIA DA CÂMARA MUNICIPAL DE SÃO PAULO,52208,COMISSIONADO,,6308.75,8
65,OUVIDORIA DA CÂMARA MUNICIPAL DE SÃO PAULO,52327,COMISSIONADO,,6543.23,8
66,ESCOLA DO PARLAMENTO,230884,DIRETOR PRESIDENTE,DIRETOR PRESIDENTE,14124.71,8
67,ESCOLA DO PARLAMENTO,230889,DIRETOR EXECUTIVO,DIRETOR EXECUTIVO,13931.37,8
68,ESCOLA DO PARLAMENTO,11458,TÉCNICO ADMINISTRATIVO,DIRETOR ACADÊMICO,7177.28,8
69,ESCOLA DO PARLAMENTO,11195,TÉCNICO ADMINISTRATIVO,COORDENADOR,9724.79,8
70,ESCOLA DO PARLAMENTO,10934,TÉCNICO ADMINISTRATIVO,,0.0,8
71,ESCOLA DO PARLAMENTO,11259,AUXILIAR OPERACIONAL,,5692.99,8
72,ESCOLA DO PARLAMENTO,11462,TÉCNICO ADMINISTRATIVO,,8194.8,8
73,ESCOLA DO PARLAMENTO,11468,TÉCNICO ADMINISTRATIVO,,6757.62,8
74,ESCOLA DO PARLAMENTO,52298,COMISSIONADO,,6413.03,8
75,ESCOLA DO PARLAMENTO,52354,COMISSIONADO,,6360.89,8
76,ESCOLA DO PARLAMENTO,230110,ASSISTENTE DA ESCOLA DO PARLAMENTO,,7770.98,8
77,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PP,230129,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,13931.37,8
78,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PP,52352,COMISSIONADO,,4783.22,8
79,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PP,230948,ASSISTENTE LEGISLATIVO III,,7718.84,8
80,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PTB,24403,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,15523.98,8
81,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PTB,25848,ASSISTENTE LEGISLATIVO III,,8187.65,8
82,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PTB,27190,ASSISTENTE LEGISLATIVO III,,8570.4,8
83,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PR,25505,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,14606.52,8
84,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PR,25458,ASSISTENTE LEGISLATIVO III,,8466.13,8
85,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PR,28084,ASSISTENTE LEGISLATIVO III,,8083.37,8
86,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PR,29669,ASSISTENTE LEGISLATIVO III,,7718.84,8
87,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PR,230953,ASSISTENTE LEGISLATIVO III,,7875.25,8
88,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PT,28767,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,15367.57,8
89,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PT,21699,ASSISTENTE LEGISLATIVO III,,8135.51,8
90,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PT,24802,ASSISTENTE LEGISLATIVO III,,8491.31,8
91,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PT,27811,ASSISTENTE LEGISLATIVO III,,8083.37,8
92,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PT,28474,ASSISTENTE ESPECIAL LEGISLATIVO,,14027.09,8
93,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PT,28548,ASSISTENTE LEGISLATIVO III,,8083.37,8
94,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PT,29516,ASSISTENTE LEGISLATIVO III,,7718.84,8
95,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PT,51475,COMISSIONADO,,4835.36,8
96,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PT,52297,COMISSIONADO,,4835.36,8
97,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PT,52304,COMISSIONADO,,4939.63,8
98,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PT,52325,COMISSIONADO,,2697.73,8
99,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PT,230086,ASSISTENTE LEGISLATIVO III,,8466.13,8
100,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PT,230144,ASSISTENTE LEGISLATIVO III,,7718.84,8
101,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PT,230260,ASSISTENTE LEGISLATIVO III,,7718.84,8
102,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PT,230997,ASSISTENTE LEGISLATIVO III,,7232.8,8
103,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PROS,230369,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,13931.37,8
104,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PROS,230844,ASSISTENTE LEGISLATIVO III,,7823.12,8
105,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO NOVO,28560,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,15419.71,8
106,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO NOVO,230917,ASSISTENTE LEGISLATIVO III,,7718.84,8
107,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PV,230990,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,13931.37,8
108,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PV,11137,PROCURADOR LEGISLATIVO,,24995.5,8
109,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PV,28636,ASSISTENTE LEGISLATIVO III,,7718.84,8
110,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PV,230988,ASSISTENTE LEGISLATIVO III,,7718.84,8
111,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PODEMOS,28813,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,13931.37,8
112,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PODEMOS,28486,ASSISTENTE LEGISLATIVO III,,8083.37,8
113,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSB,25545,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,16215.87,8
114,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSB,29803,ASSISTENTE LEGISLATIVO III,,7770.98,8
115,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSB,230346,ASSISTENTE LEGISLATIVO III,,8083.8,8
116,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSB,230550,ASSESSOR ESPECIAL DE GABINETE,,8207.16,8
117,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSB,230883,ASSISTENTE LEGISLATIVO III,,7718.84,8
118,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PRB,230600,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,13931.37,8
119,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PRB,25321,ASSISTENTE LEGISLATIVO III,,7169.66,8
120,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PRB,28704,ASSISTENTE LEGISLATIVO III,,8187.65,8
121,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PRB,51854,COMISSIONADO,,4887.5,8
122,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PRB,230589,ASSISTENTE LEGISLATIVO III,,7718.84,8
123,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PRB,230802,ASSISTENTE LEGISLATIVO III,,7770.98,8
124,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSC,230669,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,13931.37,8
125,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSC,230630,ASSISTENTE LEGISLATIVO III,,7875.25,8
126,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO BLOCO PARLAMENTAR PPS-PHS,230751,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,13931.37,8
127,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO BLOCO PARLAMENTAR PPS-PHS,24432,ASSISTENTE LEGISLATIVO III,,8570.4,8
128,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO BLOCO PARLAMENTAR PPS-PHS,28112,ASSISTENTE LEGISLATIVO III,,8135.51,8
129,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO BLOCO PARLAMENTAR PPS-PHS,230753,ASSISTENTE LEGISLATIVO III,,7770.98,8
130,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO DEM,230685,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,13931.37,8
131,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO DEM,25185,ASSISTENTE LEGISLATIVO III,,8919.98,8
132,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO DEM,28222,ASSISTENTE LEGISLATIVO III,,7767.17,8
133,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO DEM,28572,ASSISTENTE LEGISLATIVO III,,8083.37,8
134,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO DEM,28991,ASSISTENTE LEGISLATIVO III,,7718.84,8
135,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO DEM,230645,ASSISTENTE LEGISLATIVO III,,7718.84,8
136,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSDB,230694,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,13931.37,8
137,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSDB,22416,ASSISTENTE LEGISLATIVO III,,8038.55,8
138,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSDB,23916,ASSISTENTE LEGISLATIVO III,,8083.37,8
139,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSDB,27119,ASSISTENTE LEGISLATIVO III,,8466.13,8
140,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSDB,27822,ASSISTENTE ESPECIAL LEGISLATIVO,,14027.09,8
141,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSDB,29015,ASSISTENTE LEGISLATIVO III,,7718.84,8
142,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSDB,29855,ASSISTENTE LEGISLATIVO III,,7770.98,8
143,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSDB,52008,COMISSIONADO,,2472.31,8
144,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSDB,52255,COMISSIONADO,,4939.63,8
145,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSDB,52314,COMISSIONADO,,4835.36,8
146,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSDB,230544,ASSISTENTE LEGISLATIVO III,,7718.84,8
147,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSDB,230865,ASSISTENTE LEGISLATIVO III,,7823.12,8
148,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSDB,230965,ASSISTENTE LEGISLATIVO III,,7718.84,8
149,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSD,28389,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,13855.26,8
150,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSD,20965,ASSISTENTE LEGISLATIVO III,,11284.38,8
151,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSD,27067,ASSISTENTE LEGISLATIVO III,,8083.37,8
152,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSD,28744,ASSISTENTE LEGISLATIVO III,,8570.4,8
153,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSD,52359,COMISSIONADO,,4835.36,8
154,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSD,230660,ASSISTENTE LEGISLATIVO III,,7718.84,8
155,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSOL,230606,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,13931.37,8
156,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSOL,25016,ASSISTENTE LEGISLATIVO III,,8135.51,8
157,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PSOL,230718,ASSISTENTE LEGISLATIVO III,,7770.98,8
158,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PMDB,230771,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,13983.5,8
159,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PMDB,11012,PROCURADOR LEGISLATIVO,,31539.46,8
160,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PMDB,29210,ASSISTENTE LEGISLATIVO III,,6778.03,8
161,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PMDB,29258,ASSISTENTE LEGISLATIVO III,,7718.84,8
162,GABINETE DA LIDERANÇA DE REPRESENTAÇÃO PARTIDÁRIA DO PMDB,51468,COMISSIONADO,,8676.76,8
163,GABINETE DA LIDERANÇA DO GOVERNO,27755,COORDENADOR DE LIDERANÇA,COORDENADOR DE LIDERANÇA,17948.5,8
164,GABINETE DA LIDERANÇA DO GOVERNO,29391,ASSISTENTE LEGISLATIVO III,,7718.84,8
165,GABINETE DA LIDERANÇA DO GOVERNO,230880,ASSISTENTE LEGISLATIVO III,,7718.84,8
166,01º GABINETE DE VEREADOR,40580,VEREADOR,VEREADOR,11378.4,8
167,01º GABINETE DE VEREADOR,27620,CHEFE DE GABINETE,CHEFE DE GABINETE,11616.43,8
168,01º GABINETE DE VEREADOR,26934,COORDENADOR ESPECIAL DE GABINETE,,11306.68,8
169,01º GABINETE DE VEREADOR,27698,COORDENADOR ESPECIAL DE GABINETE,,11686.37,8
170,01º GABINETE DE VEREADOR,29873,COORDENADOR ESPECIAL DE GABINETE,,10639.69,8
171,01º GABINETE DE VEREADOR,230542,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,8
172,01º GABINETE DE VEREADOR,230543,ASSESSOR  PARLAMENTAR,,6670.68,8
173,01º GABINETE DE VEREADOR,230553,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,8
174,01º GABINETE DE VEREADOR,230554,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,8
175,01º GABINETE DE VEREADOR,230557,ASSESSOR DE GABINETE,,3573.67,8
176,01º GABINETE DE VEREADOR,230561,ASSESSOR DE GABINETE,,3874.45,8
177,01º GABINETE DE VEREADOR,230565,ASSESSOR DE GABINETE,,3874.45,8
178,01º GABINETE DE VEREADOR,230613,ASSESSOR  PARLAMENTAR,,6670.68,8
179,01º GABINETE DE VEREADOR,230690,ASSESSOR DE GABINETE,,3874.45,8
180,01º GABINETE DE VEREADOR,230747,ASSESSOR DE GABINETE,,3874.45,8
181,01º GABINETE DE VEREADOR,230854,ASSESSOR DE GABINETE,,3837.62,8
182,01º GABINETE DE VEREADOR,230875,COORDENADOR ESPECIAL LEGISLATIVO,,12393.74,8
183,01º GABINETE DE VEREADOR,230890,ASSESSOR DE GABINETE,,3874.45,8
184,01º GABINETE DE VEREADOR,231006,ASSESSOR ESPECIAL PARLAMENTAR,,3959.77,8
185,02º GABINETE DE VEREADOR,40527,VEREADOR,VEREADOR,11534.82,8
186,02º GABINETE DE VEREADOR,230018,CHEFE DE GABINETE,CHEFE DE GABINETE,14124.71,8
187,02º GABINETE DE VEREADOR,24049,ASSESSOR ESPECIAL PARLAMENTAR,,7576.26,8
188,02º GABINETE DE VEREADOR,26364,ASSESSOR ESPECIAL PARLAMENTAR,,1605.11,8
189,02º GABINETE DE VEREADOR,28116,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3125.91,8
190,02º GABINETE DE VEREADOR,28128,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3459.15,8
191,02º GABINETE DE VEREADOR,28134,ASSESSOR ESPECIAL DE GABINETE,,5742.52,8
192,02º GABINETE DE VEREADOR,28139,COORDENADOR ESPECIAL DE GABINETE,,11150.27,8
193,02º GABINETE DE VEREADOR,28946,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,8
194,02º GABINETE DE VEREADOR,29008,ASSESSOR ESPECIAL LEGISLATIVO,,4871.95,8
195,02º GABINETE DE VEREADOR,29284,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3383.72,8
196,02º GABINETE DE VEREADOR,29360,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,8
197,02º GABINETE DE VEREADOR,29576,ASSESSOR ESPECIAL PARLAMENTAR,,7288.01,8
198,02º GABINETE DE VEREADOR,29961,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3430.23,8
199,02º GABINETE DE VEREADOR,52404,COMISSIONADO,,149.31,8
200,02º GABINETE DE VEREADOR,230212,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3368.2,8
201,02º GABINETE DE VEREADOR,230351,ASSESSOR ESPECIAL PARLAMENTAR,,7288.01,8
202,02º GABINETE DE VEREADOR,230732,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,8
203,02º GABINETE DE VEREADOR,230858,ASSESSOR DE APOIO PARLAMENTAR,,2236.33,8
204,02º GABINETE DE VEREADOR,230943,COORDENADOR ESPECIAL LEGISLATIVO,,10508.33,8
205,02º GABINETE DE VEREADOR,231001,ASSESSOR ESPECIAL PARLAMENTAR,,5420.5,8
206,03º GABINETE DE VEREADOR,40510,VEREADOR,VEREADOR,11482.68,8
207,03º GABINETE DE VEREADOR,230152,CHEFE DE GABINETE,CHEFE DE GABINETE,14124.71,8
208,03º GABINETE DE VEREADOR,24878,ASSESSOR  PARLAMENTAR,,7273.7,8
209,03º GABINETE DE VEREADOR,26514,ASSESSOR ESPECIAL DE GABINETE,,6220.34,8
210,03º GABINETE DE VEREADOR,26976,ASSESSOR ESPECIAL DE GABINETE,,5809.96,8
211,03º GABINETE DE VEREADOR,27367,ASSESSOR ESPECIAL PARLAMENTAR,,7681.34,8
212,03º GABINETE DE VEREADOR,27549,ASSESSOR ESPECIAL LEGISLATIVO,,5603.87,8
213,03º GABINETE DE VEREADOR,27556,ASSESSOR ESPECIAL PARLAMENTAR,,8077.38,8
214,03º GABINETE DE VEREADOR,27621,COORDENADOR ESPECIAL LEGISLATIVO,,12229.24,8
215,03º GABINETE DE VEREADOR,27961,ASSESSOR ESPECIAL PARLAMENTAR,,7695.84,8
216,03º GABINETE DE VEREADOR,27984,COORDENADOR ESPECIAL DE GABINETE,,11374.12,8
217,03º GABINETE DE VEREADOR,28101,ASSESSOR DE GABINETE,,3529.25,8
218,03º GABINETE DE VEREADOR,28678,ASSESSOR ESPECIAL DE GABINETE,,5037.59,8
219,03º GABINETE DE VEREADOR,29535,ASSESSOR ESPECIAL DE GABINETE,,4767.97,8
220,03º GABINETE DE VEREADOR,29574,ASSESSOR ESPECIAL PARLAMENTAR,,7392.29,8
221,03º GABINETE DE VEREADOR,29624,ASSESSOR ESPECIAL DE GABINETE,,5586.1,8
222,03º GABINETE DE VEREADOR,52373,COMISSIONADO,,178.54,8
223,03º GABINETE DE VEREADOR,230313,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,8
224,03º GABINETE DE VEREADOR,230530,ASSESSOR ESPECIAL PARLAMENTAR,,7340.15,8
225,03º GABINETE DE VEREADOR,230982,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,2124.63,8
226,04º GABINETE DE VEREADOR,40572,VEREADOR,VEREADOR,11326.27,8
227,04º GABINETE DE VEREADOR,230088,CHEFE DE GABINETE,CHEFE DE GABINETE,14192.15,8
228,04º GABINETE DE VEREADOR,24722,ASSESSOR DE GABINETE,,4334.35,8
229,04º GABINETE DE VEREADOR,28086,ASSESSOR DE GABINETE,,3681.1,8
230,04º GABINETE DE VEREADOR,28189,ASSESSOR DE GABINETE,,3880.28,8
231,04º GABINETE DE VEREADOR,29463,COORDENADOR ESPECIAL LEGISLATIVO,,12445.87,8
232,04º GABINETE DE VEREADOR,29479,COORDENADOR ESPECIAL LEGISLATIVO,,12445.87,8
233,04º GABINETE DE VEREADOR,29483,COORDENADOR ESPECIAL LEGISLATIVO,,12445.87,8
